elexonBmUnit,bmUnitName,leadPartyName,capacity_mw,repd_site_name,repd_capacity_mw,country,latitude,longitude,match_score,match_status,match_note,north_of_b6,north_of_b4
T_DOUGW-1,T-DOUGW-1,Erova Energy Limited,45.0,Douglas West Wind Farm (extension),78,Scotland,55.58735750575257,-3.8901038330510698,0.571,unmatched,,True,False
T_DALQW-1,Dalquhandy  Wind Farm,Statkraft Markets Gmbh,42.846,Dalquhandy Windfarm,42,Scotland,55.18060663369498,-4.909575510558889,1.0,accepted,,True,False
T_WDRGW-1,Windy Rig Wind Farm,Windy Rig Wind Farm Limited,42.8,Windy Rig Wind Farm,43,Scotland,55.27467312432234,-4.178561474848133,1.0,accepted,,True,False
T_ACHRW-1,AChruach Wind Farm,Mobius Renewables Gen. (GB2,42.6,A'Chruach (Phase 1),48.3,Scotland,56.15276760132366,-5.310216220516906,0.941,accepted,,True,False
T_EDINW-1,Edinbane Windfarm,Vattenfall Wind Power Ltd,41.4,Edinbane Wind Farm,41.4,Scotland,57.46912682028172,-6.432206098199516,1.0,accepted,,True,True
T_EWHLW-1,Ewe Hill II Windfarm,SP Renewables (UK) Limited,38.0,Ewe Hill (extension),36.8,Scotland,55.10709221706526,-3.333868979519691,0.9,accepted,,True,False
T_TWSHW-1,Twenty Shilling Wind Farm,Twentyshilling Limited,37.8,Twentyshilling Hill Wind Farm,37.8,Scotland,55.31976356093614,-3.9004833500249454,0.824,review,,True,False
T_SANQW-1,SANQUHAR,SANQUHAR CWCL,32.08,Sanquhar Community Windfarm,32.4,Scotland,55.34417698550055,-4.0465703479660275,0.9,accepted,,True,False
T_TDBNW-1,Toddleburn,SSE Generation Ltd,31.6,Toddleburn,27.6,Scotland,55.76855269537964,-2.8773910082852336,1.0,accepted,,True,False
T_HAHAW-1,Hagshaw Repower 1,HAGSHAW HILL REPOWERING LTD,30.258,Hagshaw Hill (Repowering),84,Scotland,55.55942256061145,-3.870986721452006,0.789,review,,True,False
T_HALSW-1,Halsary Windfarm,SP Renewables (UK) Limited,30.0,Halsary Wind Farm,34,Scotland,58.43089974308122,-3.4444471502354204,1.0,accepted,,True,True
T_DNLWW-1,Dunlaw Extension,SP Renewables (UK) Limited,29.75,Dun Law,17.2,Scotland,55.806457153249696,-2.846031565252738,0.923,accepted,,True,False
T_WHIHW-1,Whiteside Hill WF,Whiteside Hill,27.52,Whiteside Hill,25.3,Scotland,55.35741391262621,-4.029442075056163,1.0,accepted,,True,False
T_MYGPW-1,Minnygap Wind Farm,Minnygap Energy Limited,25.0,Minnygap,25,Scotland,55.24876801079651,-3.5148021405721197,1.0,accepted,,True,False
T_CRDEW-1,Crossdykes WF-1,EDF Energy Customers Limited,24.0,Crossdykes,48,Scotland,55.1761484100541,-3.1728699866762597,1.0,accepted,,True,False
T_CRDEW-2,Crossdykes WF-2,EDF Energy Customers Limited,24.0,Crossdykes,48,Scotland,55.1761484100541,-3.1728699866762597,1.0,accepted,,True,False
T_FSDLW-1,Freasdail Wind Farm,Freasdail Energy Limited,22.2,Freasdail Wind Farm,22.5,Scotland,55.77701055393306,-5.470638736814855,1.0,accepted,,True,False
T_GNAPW-1,Glen App Windfarm,SP Renewables (UK) Limited,22.0,Glen App,22,Scotland,55.00066067963829,-4.989675973919238,1.0,accepted,,True,False
T_COUWW-1,Cour Wind Farm,Cour Wind farm (Scotland) Ltd,20.5,Cour Wind Farm,20.5,Scotland,55.680679071938755,-5.484928577654593,1.0,accepted,,True,False
T_ANSUW-1,An Suidhe 1,Statkraft Markets Gmbh,19.36,An Suidhe,19.3,Scotland,56.21866506121188,-5.21936666002629,1.0,accepted,,True,True
T_TRLGW-1,T_TRLGW-1,Smartestenergy Limited,18.742,Tow Law Wind Farm,2.6,England,54.76380395940492,-1.82280011955212,0.571,unmatched,,False,False
T_CRYRW-3,Crystal Rig III,Eneco Energy Trade,13.8,Crystal Rig Wind Farm Phase III,13.8,Scotland,55.92641320134755,-2.534479571986365,1.0,accepted,,True,False
T_PGBIW-1,Pogbie WF,EDF Energy Customers Limited,10.0,Pogbie Wind Farm 1,5.1,Scotland,55.821847948471,-2.833022462855173,1.0,accepted,,True,False
T_KTHLW-1,KEITH HILL WINDFARM,Statkraft Markets Gmbh,4.54,Keith Hill,4.5,Scotland,55.81727154871255,-2.8254559263536616,1.0,accepted,,True,False
